Year/Month,SMA Chicken Price,WMA Chicken Price,EMA Chicken Price,Chicken Price (1 month before),Chicken Price (2 month before),Chicken Price (3 month before),Chicken Price
2015/03,1.2541433333333334,1.2588855,1.2934344188999236,1.275746,1.239391,1.247293,1.324065
2015/04,1.2797340000000001,1.2938463333333334,1.272447209449962,1.324065,1.275746,1.239391,1.25146
2015/05,1.2837569999999998,1.2797093333333334,1.295785604724981,1.25146,1.324065,1.275746,1.319124
2015/06,1.2982163333333332,1.2973928333333333,1.3412223023624905,1.319124,1.25146,1.324065,1.386659
2015/07,1.319081,1.3416141666666668,1.3655241511812453,1.386659,1.319124,1.25146,1.389826
2015/08,1.3652030000000002,1.3769866666666666,1.3964560755906228,1.389826,1.386659,1.319124,1.427388
2015/09,1.4012909999999998,1.4080791666666668,1.3629360377953113,1.427388,1.389826,1.386659,1.329416
2015/10,1.38221,1.3721416666666666,1.3010670188976556,1.329416,1.427388,1.389826,1.239198
2015/11,1.3320006666666666,1.3006356666666667,1.244767509448828,1.239198,1.329416,1.427388,1.188468
2015/12,1.252360666666667,1.2288693333333334,1.195462754724414,1.188468,1.239198,1.329416,1.146158
2016/01,1.1912746666666667,1.175768,1.1732248773622072,1.146158,1.188468,1.239198,1.150987
2016/02,1.1618709999999999,1.1556241666666667,1.1691589386811034,1.150987,1.146158,1.188468,1.165093
2016/03,1.1540793333333335,1.1572351666666667,1.2156234693405517,1.165093,1.150987,1.146158,1.262088
2016/04,1.1927226666666666,1.2112395,1.221411734670276,1.262088,1.165093,1.150987,1.2272
2016/05,1.218127,1.2284781666666669,1.258166367335138,1.2272,1.262088,1.165093,1.294921
2016/06,1.261403,1.2668751666666667,1.237497183667569,1.294921,1.2272,1.262088,1.216828
2016/07,1.2463163333333334,1.2445876666666666,1.2655450918337845,1.216828,1.294921,1.2272,1.293593
2016/08,1.2684473333333333,1.268226,1.2932040459168923,1.293593,1.216828,1.294921,1.320863
2016/09,1.2770946666666667,1.2944338333333334,1.2433150229584462,1.320863,1.293593,1.216828,1.193426
2016/10,1.269294,1.2525994999999999,1.1714135114792232,1.193426,1.320863,1.293593,1.099512
2016/11,1.2046003333333333,1.1677085,1.1235792557396116,1.099512,1.193426,1.320863,1.075745
2016/12,1.1228943333333334,1.1032808333333335,1.0899021278698058,1.075745,1.099512,1.193426,1.056225
2017/01,1.0771606666666667,1.0699461666666668,1.0925240639349028,1.056225,1.075745,1.099512,1.095146
2017/02,1.0757053333333333,1.0789388333333332,1.1453040319674512,1.095146,1.056225,1.075745,1.198084
2017/03,1.116485,1.1401281666666667,1.1978285159837256,1.198084,1.095146,1.056225,1.250353
2017/04,1.1811943333333332,1.2070621666666668,1.189987257991863,1.250353,1.198084,1.095146,1.182146
2017/05,1.2101943333333334,1.2075379999999998,1.1823931289959315,1.182146,1.250353,1.198084,1.174799
2017/06,1.2024326666666667,1.1898403333333334,1.2376020644979657,1.174799,1.182146,1.250353,1.292811
2017/07,1.2165853333333332,1.2350294999999998,1.2763560322489829,1.292811,1.174799,1.182146,1.31511
2017/08,1.2609066666666664,1.2842918333333333,1.2926725161244914,1.31511,1.292811,1.174799,1.308989
2017/09,1.3056366666666668,1.308333,1.2817917580622455,1.308989,1.31511,1.292811,1.270911
2017/10,1.2983366666666667,1.2909701666666666,1.2522983790311226,1.270911,1.308989,1.31511,1.222805
2017/11,1.2675683333333332,1.2532043333333334,1.2598071895155614,1.222805,1.270911,1.308989,1.267316
2017/12,1.2536773333333333,1.2530781666666666,1.2464075947577808,1.267316,1.222805,1.270911,1.233008
2018/01,1.2410430000000001,1.2427435000000002,1.2417557973788904,1.233008,1.267316,1.222805,1.237104
2018/02,1.2458093333333333,1.240774,1.2798548986894454,1.237104,1.233008,1.267316,1.317954
2018/03,1.2626886666666668,1.2768463333333333,1.3030419493447227,1.317954,1.237104,1.233008,1.326229
2018/04,1.2937623333333332,1.3086165,1.2774614746723614,1.326229,1.317954,1.237104,1.251881
2018/05,1.298688,1.2876758333333334,1.2879762373361807,1.251881,1.326229,1.317954,1.298491
2018/06,1.2922003333333334,1.2875773333333334,1.3320711186680905,1.298491,1.251881,1.326229,1.376166
2018/07,1.3088460000000002,1.3295601666666668,1.3685095593340453,1.376166,1.298491,1.251881,1.404948
2018/08,1.3598683333333332,1.3776111666666668,1.3954277796670227,1.404948,1.376166,1.298491,1.422346
2018/09,1.4011533333333333,1.40885,1.3511378898335114,1.422346,1.404948,1.376166,1.306848
2018/10,1.3780473333333336,1.3616973333333335,1.2679294449167555,1.306848,1.422346,1.404948,1.184721
2018/11,1.3046383333333333,1.2650341666666667,1.2010737224583776,1.184721,1.306848,1.422346,1.134218
2018/12,1.2085956666666666,1.179824,1.1184488612291887,1.134218,1.184721,1.306848,1.035824
2019/01,1.1182543333333335,1.0934381666666668,1.1133134306145944,1.035824,1.134218,1.184721,1.108178
2019/02,1.09274,1.0884,1.1893717153072974,1.108178,1.035824,1.134218,1.26543
2019/03,1.1364773333333336,1.174745,1.2548548576536487,1.26543,1.108178,1.035824,1.320338
2019/04,1.2313153333333333,1.2666753333333334,1.2885904288268244,1.320338,1.26543,1.108178,1.322326
2019/05,1.302698,1.3121806666666667,1.2838712144134123,1.322326,1.320338,1.26543,1.279152
2019/06,1.307272,1.3004076666666666,1.281224107206706,1.279152,1.322326,1.320338,1.278577
2019/07,1.293351666666667,1.2860601666666667,1.304183053603353,1.278577,1.279152,1.322326,1.327142
2019/08,1.2949570000000001,1.3029553333333335,1.2862415268016765,1.327142,1.278577,1.279152,1.2683
2019/09,1.2913396666666668,1.2896268333333334,1.2553567634008382,1.2683,1.327142,1.278577,1.224472
2019/10,1.2733046666666668,1.256193,1.1798593817004193,1.224472,1.2683,1.327142,1.104362
2019/11,1.1990446666666668,1.1717216666666668,1.1839106908502095,1.104362,1.224472,1.2683,1.187962
2019/12,1.1722653333333335,1.1661803333333334,1.2258863454251048,1.187962,1.104362,1.224472,1.267862
2020/01,1.1867286666666665,1.2139786666666668,1.2485381727125524,1.267862,1.187962,1.104362,1.27119
2020/02,1.242338,1.2562093333333333,1.2540780863562762,1.27119,1.267862,1.187962,1.259618
2020/03,1.2662233333333333,1.2648493333333333,1.2508980431781382,1.259618,1.27119,1.267862,1.247718
2020/04,1.2595086666666668,1.2555966666666667,1.0529175215890691,1.247718,1.259618,1.27119,0.8549370000000001
2020/05,1.1207576666666668,1.0533108333333334,1.0099722607945345,0.8549370000000001,1.247718,1.259618,0.967027
2020/06,1.0232273333333335,0.9764455,1.0862416303972673,0.967027,0.8549370000000001,1.247718,1.162511
2020/07,0.994825,1.0460873333333334,1.1214528151986336,1.162511,0.967027,0.8549370000000001,1.156664
2020/08,1.0954006666666667,1.1270068333333334,1.105953407599317,1.156664,1.162511,0.967027,1.090454
2020/09,1.1365429999999999,1.1245334999999999,1.1113947037996583,1.090454,1.156664,1.162511,1.116836
2020/10,1.1213179999999998,1.11468,1.0487963518998291,1.116836,1.090454,1.156664,0.986198
2020/11,1.0644959999999999,1.0471199999999998,0.9683481759499146,0.986198,1.116836,1.090454,0.8879
2020/12,0.996978,0.958822,1.0232895879749573,0.8879,0.986198,1.116836,1.078231
