Year/Month,SMA Milk Price,WMA Milk Price,EMA Milk Price,Milk Price (1 month before),Milk Price (2 month before),Milk Price (3 month before),Milk Price
2018/02,0.40606666666666663,0.40586666666666665,0.404011606570708,0.4048,0.4074,0.406,0.4036999999999999
2018/03,0.4053,0.4046833333333333,0.40190580328535397,0.4036999999999999,0.4048,0.4074,0.3998
2018/04,0.40276666666666666,0.4019333333333333,0.397952901642677,0.3998,0.4036999999999999,0.4048,0.394
2018/05,0.3991666666666666,0.39755,0.3948264508213385,0.394,0.3998,0.4036999999999999,0.3917
2018/06,0.39516666666666667,0.39381666666666665,0.39496322541066925,0.3917,0.394,0.3998,0.3951
2018/07,0.3936,0.3937833333333334,0.3951316127053346,0.3951,0.3917,0.394,0.3953
2018/08,0.3940333333333333,0.39463333333333334,0.39551580635266725,0.3953,0.3951,0.3917,0.3959
2018/09,0.3954333333333333,0.3955666666666667,0.3969079031763336,0.3959,0.3953,0.3951,0.3983
2018/10,0.3964999999999999,0.397,0.3965039515881668,0.3983,0.3959,0.3953,0.3961
2018/11,0.3967666666666667,0.3968,0.3945019757940834,0.3961,0.3983,0.3959,0.3925
2018/12,0.39563333333333334,0.3946666666666667,0.39095098789704175,0.3925,0.3961,0.3983,0.3874
2019/01,0.39199999999999996,0.39055,0.38987549394852083,0.3874,0.3925,0.3961,0.3888
2019/02,0.38956666666666667,0.38894999999999996,0.3893377469742604,0.3888,0.3874,0.3925,0.3888
2019/03,0.38833333333333336,0.38856666666666667,0.3861188734871302,0.3888,0.3888,0.3874,0.3829
2019/04,0.3868333333333333,0.38585,0.3842094367435651,0.3829,0.3888,0.3888,0.3823
2019/05,0.38466666666666666,0.38358333333333333,0.3814047183717826,0.3823,0.3829,0.3888,0.3786
2019/06,0.38126666666666664,0.38054999999999994,0.3811523591858913,0.3786,0.3823,0.3829,0.3809
2019/07,0.3806,0.3803666666666667,0.3802261795929457,0.3809,0.3786,0.3823,0.3793
2019/08,0.3796,0.3797166666666667,0.3797630897964729,0.3793,0.3809,0.3786,0.3793
2019/09,0.3798333333333333,0.37956666666666666,0.38348154489823644,0.3793,0.3793,0.3809,0.3872
2019/10,0.3819333333333333,0.38325000000000004,0.3827907724491182,0.3872,0.3793,0.3793,0.3821
2019/11,0.3828666666666667,0.3833333333333333,0.3837953862245591,0.3821,0.3872,0.3793,0.3848
2019/12,0.3847,0.3842999999999999,0.38634769311227957,0.3848,0.3821,0.3872,0.3889
2020/01,0.38526666666666665,0.3864,0.3872738465561398,0.3889,0.3848,0.3821,0.3882
2020/02,0.38730000000000003,0.38786666666666675,0.3878869232780699,0.3882,0.3889,0.3848,0.3885
2020/03,0.38853333333333334,0.3884666666666667,0.38779346163903494,0.3885,0.3882,0.3889,0.3877
2020/04,0.3881333333333333,0.38805,0.3876967308195175,0.3877,0.3885,0.3882,0.3876
2020/05,0.3879333333333333,0.3877833333333333,0.3862483654097587,0.3876,0.3877,0.3885,0.3848
2020/06,0.3867,0.38621666666666665,0.38567418270487935,0.3848,0.3876,0.3877,0.3851
2020/07,0.3858333333333333,0.3854166666666667,0.38523709135243966,0.3851,0.3848,0.3876,0.3848
2020/08,0.3849,0.3849,0.38516854567621983,0.3848,0.3851,0.3848,0.3851
2020/09,0.385,0.385,0.38538427283810994,0.3851,0.3848,0.3851,0.3856
2020/10,0.38516666666666666,0.3853,0.385592136419055,0.3856,0.3851,0.3848,0.3858
2020/11,0.38549999999999995,0.38561666666666666,0.3859960682095275,0.3858,0.3856,0.3851,0.3864
2020/12,0.3859333333333333,0.3860666666666666,0.3873980341047637,0.3864,0.3858,0.3856,0.3888
