Year/Month,SMA Tomatoes Price,WMA Tomatoes Price,EMA Tomatoes Price,Tomatoes Price (1 month before),Tomatoes Price (2 month before),Tomatoes Price (3 month before),Tomatoes Price
2015/08,0.9505326666666667,0.8874767777777777,1.0080596639385269,0.8280646666666667,0.8171333333333334,1.2064,1.088095
2015/09,0.9110976666666667,0.9562579444444445,1.2565009986359301,1.088095,0.8280646666666667,0.8171333333333334,1.5049423333333334
2015/10,1.1403673333333335,1.2531802777777779,1.4235591659846316,1.5049423333333334,1.088095,0.8280646666666667,1.590617333333333
2015/11,1.3945515555555554,1.4783052777777776,1.3428024163256491,1.590617333333333,1.5049423333333334,1.088095,1.2620456666666666
2015/12,1.4525351111111109,1.4120523333333335,1.2802737081628246,1.2620456666666666,1.590617333333333,1.5049423333333334,1.217745
2016/01,1.3568026666666666,1.2946572777777778,1.1717326874147456,1.217745,1.2620456666666666,1.590617333333333,1.0631916666666668
2016/02,1.1809941111111113,1.147851777777778,1.0332996770407061,1.0631916666666668,1.217745,1.2620456666666666,0.8948666666666667
2016/03,1.058601111111111,1.0047880555555555,0.9732851718536865,0.8948666666666667,1.0631916666666668,1.217745,0.9132706666666668
2016/04,0.9571096666666667,0.9321228333333335,0.9966105859268433,0.9132706666666668,0.8948666666666667,1.0631916666666668,1.019936
2016/05,0.942691111111111,0.9635360000000001,0.9682092929634216,1.019936,0.9132706666666668,0.8948666666666667,0.939808
2016/06,0.9576715555555556,0.9620944444444444,0.9048156464817108,0.939808,1.019936,0.9132706666666668,0.841422
2016/07,0.9337219999999999,0.9039696666666667,0.8436221565741887,0.841422,0.939808,1.019936,0.7824286666666667
2016/08,0.8545528888888888,0.828323,1.0142725782870945,0.7824286666666667,0.841422,0.939808,1.1849230000000002
2016/09,0.9362578888888891,0.9935080555555557,1.012735455810214,1.1849230000000002,0.7824286666666667,0.841422,1.0111983333333334
2016/10,0.9928500000000001,1.0309782777777778,1.063429727905107,1.0111983333333334,1.1849230000000002,0.7824286666666667,1.114124
2016/11,1.1034151111111112,1.0916152777777777,1.188766197285887,1.114124,1.0111983333333334,1.1849230000000002,1.3141026666666666
2016/12,1.146475,1.1969590555555556,1.3263830986429432,1.3141026666666666,1.114124,1.0111983333333334,1.4639999999999995
2017/01,1.2974088888888886,1.3557215555555553,1.8149693826548048,1.4639999999999995,1.3141026666666666,1.114124,2.3035556666666666
2017/02,1.6938861111111112,1.8587949444444443,1.8466166913274025,2.3035556666666666,1.4639999999999995,1.3141026666666666,1.878264
2017/03,1.8819398888888887,1.9509838888888886,1.7435245123303678,1.878264,2.3035556666666666,1.4639999999999995,1.6404323333333333
2017/04,1.9407506666666665,1.830230111111111,1.8472135894985173,1.6404323333333333,1.878264,2.3035556666666666,1.950902666666667
2017/05,1.8231996666666668,1.8353061111111113,1.605147628082592,1.950902666666667,1.6404323333333333,1.878264,1.3630816666666667
2017/06,1.6514722222222222,1.605247111111111,1.3552341473746292,1.3630816666666667,1.950902666666667,1.6404323333333333,1.1053206666666666
2017/07,1.4731016666666668,1.3321713333333334,1.3128130736873147,1.1053206666666666,1.3630816666666667,1.950902666666667,1.270392
2017/08,1.246264777777778,1.2308165,1.4111518701769905,1.270392,1.1053206666666666,1.3630816666666667,1.5094906666666663
2017/09,1.2950677777777777,1.3624294444444442,1.541473101755162,1.5094906666666663,1.270392,1.1053206666666666,1.6717943333333334
2017/10,1.4838923333333334,1.5507927222222222,1.7370773842109142,1.6717943333333334,1.5094906666666663,1.270392,1.9326816666666664
2017/11,1.7046555555555554,1.7751873888888887,1.950990692105457,1.9326816666666664,1.6717943333333334,1.5094906666666663,2.164904
2017/12,1.9231266666666667,2.005311611111111,2.052725012719395,2.164904,1.9326816666666664,1.6717943333333334,2.154459333333333
2018/01,2.0840149999999995,2.1209779444444443,1.850623173026364,2.154459333333333,2.164904,1.9326816666666664,1.6485213333333333
2018/02,1.9892948888888888,1.903231111111111,1.7007417531798485,1.6485213333333333,2.154459333333333,2.164904,1.5508603333333333
2018/03,1.7846136666666668,1.6840138333333332,1.4335413765899243,1.5508603333333333,1.6485213333333333,2.154459333333333,1.166341
2018/04,1.4552408888888888,1.3748775000000002,1.156770854961629,1.166341,1.5508603333333333,1.6485213333333333,0.8800003333333334
2018/05,1.1990672222222223,1.0872572222222223,1.144173594147481,0.8800003333333334,1.166341,1.5508603333333333,1.1315763333333333
2018/06,1.0593058888888889,1.0535117777777778,1.0777481304070737,1.1315763333333333,0.8800003333333334,1.166341,1.0113226666666666
2018/07,1.007633111111111,1.0295201666666667,1.0066780652035368,1.0113226666666666,1.1315763333333333,0.8800003333333334,0.935608
2018/08,1.026169,0.9935076111111111,0.9135540326017684,0.935608,1.0113226666666666,1.1315763333333333,0.82043
2018/09,0.9224535555555556,0.8906381111111111,1.0616813496342177,0.82043,0.935608,1.0113226666666666,1.2098086666666668
2018/10,0.9886155555555556,1.0343156666666669,1.1196990081504423,1.2098086666666668,0.82043,0.935608,1.1777166666666667
2018/11,1.0693184444444446,1.1288662222222223,1.2571145040752212,1.1777166666666667,1.2098086666666668,0.82043,1.39453
2018/12,1.2606851111111113,1.2914720000000002,1.7398475020376107,1.39453,1.1777166666666667,1.2098086666666668,2.2225805000000003
2019/01,1.5982757222222224,1.7724196944444446,2.004511584352139,2.2225805000000003,1.39453,1.1777166666666667,2.269175666666667
2019/02,1.962095388888889,2.1078696666666668,1.9272557921760696,2.269175666666667,2.2225805000000003,1.39453,1.85
2019/03,2.113918722222222,2.0518219722222226,1.8286817294213682,1.85,2.269175666666667,2.2225805000000003,1.7301076666666668
2019/04,1.9497611111111113,1.8599164444444447,1.7978593647106842,1.7301076666666668,1.85,2.269175666666667,1.7670370000000002
2019/05,1.7823815555555556,1.768554388888889,1.654843682355342,1.7670370000000002,1.7301076666666668,1.85,1.5118280000000002
2019/06,1.669657555555556,1.6332776111111114,1.5386595078443377,1.5118280000000002,1.7670370000000002,1.7301076666666668,1.4224753333333335
2019/07,1.5671134444444448,1.5096865000000002,1.2601899205888354,1.4224753333333335,1.5118280000000002,1.7670370000000002,0.9817203333333332
2019/08,1.3053412222222223,1.2169899444444445,1.1196109602944178,0.9817203333333332,1.4224753333333335,1.5118280000000002,0.979032
2019/09,1.1277425555555556,1.0538353333333335,1.099219980147209,0.979032,0.9817203333333332,1.4224753333333335,1.078829
2019/10,1.0131937777777777,1.0293785555555557,1.2558008234069378,1.078829,0.979032,0.9817203333333332,1.4123816666666666
2019/11,1.1567475555555555,1.2289725,1.4221165783701357,1.4123816666666666,1.078829,0.979032,1.5884323333333334
2019/12,1.359881,1.4448148888888888,1.5755744558517346,1.5884323333333334,1.4123816666666666,1.078829,1.7290323333333335
