Year/Month,SMA Milk Price,WMA Milk Price,EMA Milk Price,Milk Price (1 month before),Milk Price (2 month before),Milk Price (3 month before),Milk Price
2017/09,0.375,0.3779166666666667,0.39067132685422634,0.385,0.3725,0.3675,0.405
2017/10,0.3875,0.39291666666666664,0.40408566342711316,0.405,0.385,0.3725,0.4175
2017/11,0.4025,0.40791666666666665,0.41079283171355657,0.4175,0.405,0.385,0.4175
2017/12,0.41333333333333333,0.4154166666666666,0.4128964158567783,0.4175,0.4175,0.405,0.415
2018/01,0.4166666666666667,0.41624999999999995,0.39394820792838914,0.415,0.4175,0.4175,0.375
2018/02,0.4025,0.3954166666666667,0.37572410396419453,0.375,0.415,0.4175,0.3575
2018/03,0.3825,0.3729166666666666,0.36536205198209726,0.3575,0.375,0.415,0.355
2018/04,0.3625,0.35916666666666663,0.3551810259910486,0.355,0.3575,0.375,0.345
2018/05,0.3525,0.35041666666666665,0.34759051299552435,0.345,0.355,0.3575,0.34
2018/06,0.3466666666666667,0.3441666666666667,0.3450452564977622,0.34,0.345,0.355,0.3425
2018/07,0.3425,0.34208333333333335,0.35127262824888106,0.3425,0.34,0.345,0.3575
2018/08,0.3466666666666667,0.34958333333333336,0.35438631412444055,0.3575,0.3425,0.34,0.3575
2018/09,0.3525,0.355,0.3621931570622203,0.3575,0.3575,0.3425,0.37
2018/10,0.36166666666666664,0.36375,0.3710965785311101,0.37,0.3575,0.3575,0.38
2018/11,0.36916666666666664,0.3729166666666666,0.371798289265555,0.38,0.37,0.3575,0.3725
2018/12,0.3741666666666667,0.37458333333333327,0.3721491446327775,0.3725,0.38,0.37,0.3725
2019/01,0.375,0.37374999999999997,0.3673245723163887,0.3725,0.3725,0.38,0.3625
2019/02,0.36916666666666664,0.3675,0.36616228615819435,0.3625,0.3725,0.3725,0.365
2019/03,0.3666666666666667,0.36541666666666667,0.36558114307909717,0.365,0.3625,0.3725,0.365
2019/04,0.3641666666666667,0.3645833333333333,0.3627905715395486,0.365,0.365,0.3625,0.36
2019/05,0.3633333333333333,0.3625,0.3576452857697743,0.36,0.365,0.365,0.3525
2019/06,0.35916666666666663,0.35708333333333336,0.3575726428848871,0.3525,0.36,0.365,0.3575
2019/07,0.35666666666666663,0.35625,0.35378632144244354,0.3575,0.3525,0.36,0.35
2019/08,0.35333333333333333,0.3529166666666666,0.3518931607212218,0.35,0.3575,0.3525,0.35
2019/09,0.35250000000000004,0.35125,0.3509465803606109,0.35,0.35,0.3575,0.35
2019/10,0.3499999999999999,0.3499999999999999,0.3492232901803054,0.35,0.35,0.35,0.3475
2019/11,0.3491666666666666,0.34874999999999995,0.3521116450901527,0.3475,0.35,0.35,0.355
2019/12,0.35083333333333333,0.3516666666666666,0.35810582254507634,0.355,0.3475,0.35,0.3641
