Year/Month,SMA Lemons Price,WMA Lemons Price,EMA Lemons Price,Lemons Price (1 month before),Lemons Price (2 month before),Lemons Price (3 month before),Lemons Price
2016/04,0.9044603333333333,0.9172898333333332,0.951231651422908,0.938679,0.913,0.861702,0.9825
2016/05,0.9447263333333334,0.9563096666666668,0.989077325711454,0.9825,0.938679,0.913,1.026923
2016/06,0.9827006666666667,0.9974080000000001,1.092577662855727,1.026923,0.9825,0.938679,1.196078
2016/07,1.0685003333333334,1.1040966666666667,1.3347503314278635,1.196078,1.026923,0.9825,1.576923
2016/08,1.2666413333333333,1.358308,1.6447336657139318,1.576923,1.196078,1.026923,1.954717
2016/09,1.5759059999999998,1.7023458333333332,1.7781358328569659,1.954717,1.576923,1.196078,1.911538
2016/10,1.8143926666666668,1.8701618333333332,1.653010416428483,1.911538,1.954717,1.576923,1.527885
2016/11,1.7980466666666668,1.7269079999999999,1.3683322082142415,1.527885,1.911538,1.954717,1.083654
2016/12,1.5076923333333332,1.3697116666666667,1.1841661041071208,1.083654,1.527885,1.911538,1.0
2017/01,1.2038463333333331,1.1158655,1.0901220520535604,1.0,1.083654,1.527885,0.996078
2017/02,1.0265773333333332,1.0119813333333334,1.0450610260267803,0.996078,1.0,1.083654,1.0
2017/03,0.9986926666666666,0.9986926666666666,1.0225305130133902,1.0,0.996078,1.0,1.0
2017/04,0.9986926666666666,0.9993463333333333,1.0214692565066952,1.0,1.0,0.996078,1.020408
2017/05,1.0068026666666665,1.010204,1.0229986282533476,1.020408,1.0,1.0,1.024528
2017/06,1.0149786666666667,1.0190666666666666,1.0441918141266737,1.024528,1.020408,1.0,1.065385
2017/07,1.0367736666666667,1.0442698333333333,1.0920034070633369,1.065385,1.024528,1.020408,1.139815
2017/08,1.076576,1.0957905,1.2024532035316684,1.139815,1.065385,1.024528,1.312903
2017/09,1.172701,1.213954,1.2762266017658344,1.312903,1.139815,1.065385,1.35
2017/10,1.2675726666666667,1.3026035,1.2408408008829173,1.35,1.312903,1.139815,1.205455
2017/11,1.2894526666666666,1.2715446666666665,1.2047954004414585,1.205455,1.35,1.312903,1.16875
2017/12,1.2414016666666667,1.2111933333333333,1.149776700220729,1.16875,1.205455,1.35,1.094758
2018/01,1.156321,1.1378715,1.1055333501103646,1.094758,1.16875,1.205455,1.06129
2018/02,1.108266,1.0903559999999999,1.1032131750551821,1.06129,1.094758,1.16875,1.100893
2018/03,1.085647,1.0866695,1.107251587527591,1.100893,1.06129,1.094758,1.11129
2018/04,1.0911576666666665,1.0994909999999998,1.0815422937637955,1.11129,1.100893,1.06129,1.055833
2018/05,1.0893386666666665,1.0818286666666668,1.1226676468818977,1.055833,1.11129,1.100893,1.163793
2018/06,1.1103053333333335,1.1190558333333334,1.2007783234409488,1.163793,1.055833,1.11129,1.278889
2018/07,1.1661716666666666,1.2033476666666667,1.1936431617204744,1.278889,1.163793,1.055833,1.186508
2018/08,1.20973,1.2135158333333333,1.293128580860237,1.186508,1.278889,1.163793,1.392614
2018/09,1.2860036666666665,1.3049578333333332,1.3662862904301185,1.392614,1.186508,1.278889,1.439444
2018/10,1.3395219999999999,1.381678,1.2950931452150591,1.439444,1.392614,1.186508,1.2239
2018/11,1.3519860000000001,1.323867,1.2184950726075297,1.2239,1.439444,1.392614,1.141897
2018/12,1.2684136666666666,1.2188225,1.1527570363037647,1.141897,1.2239,1.439444,1.087019
2019/01,1.1509386666666666,1.1281251666666667,1.1038705181518824,1.087019,1.141897,1.2239,1.054984
2019/02,1.0946333333333333,1.0801478333333332,1.0320262590759413,1.054984,1.087019,1.141897,0.960182
2019/03,1.0340616666666667,1.0129221666666666,0.9731001295379706,0.960182,1.054984,1.087019,0.914174
2019/04,0.9764466666666666,0.9529783333333333,0.9339265647689854,0.914174,0.960182,1.054984,0.894753
2019/05,0.9230363333333335,0.9121315000000001,0.8764777823844927,0.894753,0.914174,0.960182,0.819029
2019/06,0.8759853333333334,0.8601278333333333,0.8339973911922464,0.819029,0.894753,0.914174,0.791517
2019/07,0.8350996666666667,0.8178936666666669,0.9032356955961232,0.791517,0.819029,0.894753,0.972474
2019/08,0.8610066666666666,0.8865808333333334,1.0245968477980616,0.972474,0.791517,0.819029,1.145958
2019/09,0.969983,1.0290565,1.1739384238990307,1.145958,0.972474,0.791517,1.32328
2019/10,1.1472373333333332,1.205705,1.3205902119495154,1.32328,1.145958,0.972474,1.467242
2019/11,1.3121599999999998,1.3657073333333336,1.4078016059747576,1.467242,1.32328,1.145958,1.495013
2019/12,1.4285116666666668,1.457133833333333,1.3756573029873786,1.495013,1.467242,1.32328,1.343513
2020/01,1.4352559999999999,1.4146345,1.3137656514936893,1.343513,1.495013,1.467242,1.251874
2020/02,1.3634666666666666,1.3229434999999998,1.2072623257468447,1.251874,1.343513,1.495013,1.100759
2020/03,1.2320486666666666,1.1915896666666665,1.1284231628734225,1.100759,1.251874,1.343513,1.049584
2020/04,1.1340723333333333,1.1003573333333334,1.1581980814367112,1.049584,1.100759,1.251874,1.187973
2020/05,1.112772,1.1273076666666666,1.2059795407183556,1.187973,1.049584,1.100759,1.253761
2020/06,1.1637726666666666,1.1978021666666667,1.2316197703591778,1.253761,1.187973,1.049584,1.25726
2020/07,1.232998,1.2445458333333332,1.2595163851795887,1.25726,1.253761,1.187973,1.287413
2020/08,1.2661446666666667,1.2717533333333333,1.3067451925897944,1.287413,1.25726,1.253761,1.353974
2020/09,1.299549,1.3156679999999998,1.318744096294897,1.353974,1.287413,1.25726,1.330743
2020/10,1.3240433333333332,1.331265,1.3258880481474487,1.330743,1.353974,1.287413,1.333032
2020/11,1.3392496666666667,1.335759333333333,1.3340490240737242,1.333032,1.330743,1.353974,1.34221
2020/12,1.3353283333333332,1.3372395,1.229708512036862,1.34221,1.333032,1.330743,1.125368
