Year/Month,SMA Tomatoes Price,WMA Tomatoes Price,EMA Tomatoes Price,Tomatoes Price (1 month before),Tomatoes Price (2 month before),Tomatoes Price (3 month before),Tomatoes Price
2014/11,0.7535711666666667,0.84517725,0.9027779751346111,0.9586365,0.893077,0.409,0.9742
2014/12,0.9419711666666667,0.9554916666666667,0.9341669875673055,0.9742,0.9586365,0.893077,0.965556
2015/01,0.9661308333333333,0.9672840833333334,1.4087502437836528,0.965556,0.9742,0.9586365,1.8833335
2015/02,1.2743631666666666,1.4258854166666666,1.7206251218918265,1.8833335,0.965556,0.9742,2.0325
2015/03,1.6271298333333333,1.8049538333333335,1.6483483109459132,2.0325,1.8833335,0.965556,1.5760714999999998
2015/04,1.830635,1.7794246666666667,1.3660906554729566,1.5760714999999998,2.0325,1.8833335,1.0838329999999998
2015/05,1.5641348333333334,1.4060236666666663,1.0769968277364783,1.0838329999999998,1.5760714999999998,2.0325,0.7879029999999999
2015/06,1.1492691666666666,1.0179077499999998,0.7992484138682392,0.7879029999999999,1.0838329999999998,1.5760714999999998,0.5215000000000001
2015/07,0.7977453333333333,0.7040231666666665,0.5517209569341196,0.5215000000000001,0.7879029999999999,1.0838329999999998,0.3041935
2015/08,0.5378655,0.45724725,0.5620702284670598,0.3041935,0.5215000000000001,0.7879029999999999,0.5724195000000001
2015/09,0.46603766666666674,0.47452425000000004,0.8277018642335299,0.5724195000000001,0.3041935,0.5215000000000001,1.0933335
2015/10,0.6566488333333333,0.7881721666666667,1.0027219321167649,1.0933335,0.5724195000000001,0.3041935,1.177742
2015/11,0.9478316666666666,1.04871875,0.8353267160583824,1.177742,1.0933335,0.5724195000000001,0.6679315
2015/12,0.979669,0.9087686666666667,0.9633086080291912,0.6679315,1.177742,1.0933335,1.0912905
2016/01,0.9789880000000001,0.9645794166666667,1.1074878040145957,1.0912905,0.6679315,1.177742,1.251667
2016/02,1.0036296666666666,1.1009189166666666,1.3854746520072978,1.251667,1.0912905,0.6679315,1.6634615
2016/03,1.3354729999999997,1.4308348333333332,1.4664410760036488,1.6634615,1.251667,1.0912905,1.5474074999999998
2016/04,1.487512,1.5368020833333331,1.1718745380018243,1.5474074999999998,1.6634615,1.251667,0.877308
2016/05,1.3627256666666667,1.2317000833333331,0.8338217690009122,0.877308,1.5474074999999998,1.6634615,0.495769
2016/06,0.9734948333333332,0.7982217500000001,0.6274878845004561,0.495769,0.877308,1.5474074999999998,0.421154
2016/07,0.598077,0.5220513333333333,0.6387439422502281,0.421154,0.495769,0.877308,0.65
2016/08,0.5223076666666667,0.5480128333333334,0.709927471125114,0.65,0.421154,0.495769,0.781111
2016/09,0.6174216666666666,0.6774144999999999,0.720252235562557,0.781111,0.65,0.421154,0.730577
2016/10,0.7205626666666666,0.7339921666666666,0.8863761177812786,0.730577,0.781111,0.65,1.0525000000000002
2016/11,0.8547293333333333,0.8999608333333334,0.8580920588906393,1.0525000000000002,0.730577,0.781111,0.829808
2016/12,0.8709616666666667,0.8875001666666668,1.1693237794453197,0.829808,1.0525000000000002,0.730577,1.4805555
2017/01,1.1209545,1.1922970833333333,1.56735413972266,1.4805555,0.829808,1.0525000000000002,1.9653845
2017/02,1.4252493333333334,1.6145120833333333,1.68564131986133,1.9653845,1.4805555,0.829808,1.8039285
2017/03,1.7499561666666665,1.8038516666666666,1.690078909930665,1.8039285,1.9653845,1.4805555,1.6945165
2017/04,1.8212765,1.7761318333333334,1.4904562049653325,1.6945165,1.8039285,1.9653845,1.2908335
2017/05,1.5964261666666666,1.5109103333333334,1.0102281024826663,1.2908335,1.6945165,1.8039285,0.53
2017/06,1.1717833333333332,0.97769725,0.7275278012413331,0.53,1.2908335,1.6945165,0.4448275
2017/07,0.7552203333333334,0.6142193333333333,0.5937639006206665,0.4448275,0.53,1.2908335,0.4599999999999999
2017/08,0.4782758333333333,0.4666091666666666,0.5052882003103333,0.4599999999999999,0.4448275,0.53,0.4168125
2017/09,0.44054666666666664,0.4358775,0.6569276001551666,0.4168125,0.4599999999999999,0.4448275,0.8085669999999999
2017/10,0.5617931666666666,0.6198876666666666,0.8479800500775834,0.8085669999999999,0.4168125,0.4599999999999999,1.0390325
2017/11,0.754804,0.8585073333333333,0.8750735250387918,1.0390325,0.8085669999999999,0.4168125,0.902167
2017/12,0.9165888333333333,0.9321888333333334,1.217754512519396,0.902167,1.0390325,0.8085669999999999,1.5604355
2018/01,1.1672116666666668,1.2541121666666666,1.3208530062596981,1.5604355,0.902167,1.0390325,1.4239515
2018/02,1.2955180000000002,1.3824820833333333,1.386509753129849,1.4239515,1.5604355,0.902167,1.4521665
2018/03,1.4788511666666666,1.4608063333333334,1.4451498765649244,1.4521665,1.4239515,1.5604355,1.50379
2018/04,1.4599693333333335,1.4732757499999998,1.1890499382824622,1.50379,1.4521665,1.4239515,0.93295
2018/05,1.2963021666666668,1.2097660833333332,0.9148557191412311,0.93295,1.50379,1.4521665,0.6406615
2018/06,1.0258005,0.88194575,0.6385443595706155,0.6406615,0.93295,1.50379,0.362233
2018/07,0.6452815,0.5501619999999999,0.49003842978530776,0.362233,0.6406615,0.93295,0.3415325
2018/08,0.44814233333333336,0.39828750000000007,0.4489384648926539,0.3415325,0.362233,0.6406615,0.4078385
2018/09,0.3705346666666667,0.37813558333333336,0.8452692324463269,0.4078385,0.3415325,0.362233,1.2416
2018/10,0.663657,0.8136682500000001,0.9052151162231634,1.2416,0.4078385,0.3415325,0.965161
2018/11,0.8715331666666667,0.96442025,0.8648990581115817,0.965161,1.2416,0.4078385,0.8245830000000001
2018/12,1.010448,0.9409451666666667,1.057232779055791,0.8245830000000001,0.965161,1.2416,1.2495665
2019/01,1.0131035,1.0605044166666666,1.3382963895278954,1.2495665,0.8245830000000001,0.965161,1.61936
2019/02,1.2311698333333332,1.3636326666666665,1.4033891947639476,1.61936,1.2495665,0.8245830000000001,1.4684819999999998
2019/03,1.4458028333333333,1.4822887499999997,1.409275347381974,1.4684819999999998,1.61936,1.2495665,1.4151615
2019/04,1.5010011666666667,1.4669680833333334,1.189796173690987,1.4151615,1.4684819999999998,1.61936,0.970317
2019/05,1.2846535,1.2016259999999999,0.8038498368454935,0.970317,1.4151615,1.4684819999999998,0.4179035
2019/06,0.9344606666666667,0.7682509999999999,0.6584499184227468,0.4179035,0.970317,1.4151615,0.51305
2019/07,0.6337568333333333,0.5575456666666666,0.6880959592113733,0.51305,0.4179035,0.970317,0.717742
2019/08,0.5495651666666667,0.59953825,0.7084674796056867,0.717742,0.51305,0.4179035,0.728839
2019/09,0.6532103333333333,0.6891751666666668,0.7626504898028433,0.728839,0.717742,0.51305,0.8168335
2019/10,0.7544715000000001,0.7709867499999999,0.7629219949014217,0.8168335,0.728839,0.717742,0.7631935000000001
2019/11,0.769622,0.77534775,0.7869109974507108,0.7631935000000001,0.8168335,0.728839,0.8109
2019/12,0.7969756666666666,0.79598675,1.0291247487253554,0.8109,0.7631935000000001,0.8168335,1.2713385
